id,url
135150,https://www.europarl.europa.eu/doceo/document/A-9-2021-0178_EN.html
132419,https://www.europarl.europa.eu/doceo/document/A-9-2021-0179_EN.html
134951,https://www.europarl.europa.eu/doceo/document/A-9-2021-0183_EN.html
134878,https://www.europarl.europa.eu/doceo/document/A-9-2021-0184_EN.html
134351,https://www.europarl.europa.eu/doceo/document/A-9-2021-0185_EN.html
134350,https://www.europarl.europa.eu/doceo/document/A-9-2021-0191_EN.html
134946,https://www.europarl.europa.eu/doceo/document/A-9-2021-0192_EN.html
135750,https://www.europarl.europa.eu/doceo/document/A-9-2021-0193_EN.html
134947,https://www.europarl.europa.eu/doceo/document/A-9-2021-0194_EN.html
134346,https://www.europarl.europa.eu/doceo/document/A-9-2021-0195_EN.html
135497,https://www.europarl.europa.eu/doceo/document/A-9-2021-0195_EN.html
134347,https://www.europarl.europa.eu/doceo/document/A-9-2021-0199_EN.html
134871,https://www.europarl.europa.eu/doceo/document/A-9-2021-0200_EN.html
134869,https://www.europarl.europa.eu/doceo/document/A-9-2021-0201_EN.html
135106,https://www.europarl.europa.eu/doceo/document/A-9-2021-0203_EN.html
140258,https://www.europarl.europa.eu/doceo/document/A-9-2021-0203_EN.html
134877,https://www.europarl.europa.eu/doceo/document/A-9-2021-0209_EN.html
135951,https://www.europarl.europa.eu/doceo/document/A-9-2021-0211_EN.html
134945,https://www.europarl.europa.eu/doceo/document/A-9-2021-0213_EN.html
134870,https://www.europarl.europa.eu/doceo/document/A-9-2021-0214_EN.html
134872,https://www.europarl.europa.eu/doceo/document/A-9-2021-0215_EN.html
135104,https://www.europarl.europa.eu/doceo/document/A-9-2021-0216_EN.html
138973,https://www.europarl.europa.eu/doceo/document/A-9-2021-0216_EN.html
135952,https://www.europarl.europa.eu/doceo/document/A-9-2021-0225_EN.html
134949,https://www.europarl.europa.eu/doceo/document/A-9-2021-0226_EN.html
135949,https://www.europarl.europa.eu/doceo/document/A-9-2021-0232_EN.html
136003,https://www.europarl.europa.eu/doceo/document/A-9-2021-0234_EN.html
135961,https://www.europarl.europa.eu/doceo/document/A-9-2021-0235_EN.html
137646,https://www.europarl.europa.eu/doceo/document/A-9-2021-0236_EN.html
136004,https://www.europarl.europa.eu/doceo/document/A-9-2021-0239_EN.html
140925,https://www.europarl.europa.eu/doceo/document/A-9-2021-0240_EN.html
136941,https://www.europarl.europa.eu/doceo/document/A-9-2021-0242_EN.html
136125,https://www.europarl.europa.eu/doceo/document/A-9-2021-0245_EN.html
136904,https://www.europarl.europa.eu/doceo/document/A-9-2021-0246_EN.html
135575,https://www.europarl.europa.eu/doceo/document/A-9-2021-0247_EN.html
136970,https://www.europarl.europa.eu/doceo/document/A-9-2021-0247_EN.html
148304,https://www.europarl.europa.eu/doceo/document/A-9-2021-0247_EN.html
141242,https://www.europarl.europa.eu/doceo/document/A-9-2021-0248_EN.html
135745,https://www.europarl.europa.eu/doceo/document/A-9-2021-0249_EN.html
136000,https://www.europarl.europa.eu/doceo/document/A-9-2021-0250_EN.html
135561,https://www.europarl.europa.eu/doceo/document/A-9-2021-0252_EN.html
135573,https://www.europarl.europa.eu/doceo/document/A-9-2021-0253_EN.html
148302,https://www.europarl.europa.eu/doceo/document/A-9-2021-0253_EN.html
135950,https://www.europarl.europa.eu/doceo/document/A-9-2021-0254_EN.html
136002,https://www.europarl.europa.eu/doceo/document/A-9-2021-0255_EN.html
136124,https://www.europarl.europa.eu/doceo/document/A-9-2021-0256_EN.html
135565,https://www.europarl.europa.eu/doceo/document/A-9-2021-0257_EN.html
135948,https://www.europarl.europa.eu/doceo/document/A-9-2021-0258_EN.html
135754,https://www.europarl.europa.eu/doceo/document/A-9-2021-0260_EN.html
136005,https://www.europarl.europa.eu/doceo/document/A-9-2021-0261_EN.html
135564,https://www.europarl.europa.eu/doceo/document/A-9-2021-0262_EN.html
136738,https://www.europarl.europa.eu/doceo/document/A-9-2021-0265_EN.html
136179,https://www.europarl.europa.eu/doceo/document/A-9-2021-0268_EN.html
