"from","to","weight"
"Evelyne GEBHARDT (DEU-SD)","Lefteris CHRISTOFOROU (CYP-EPP)",1
"Evelyne GEBHARDT (DEU-SD)","Mairead McGUINNESS (IRL-EPP)",1
"Evelyne GEBHARDT (DEU-SD)","Alyn SMITH (GBR-GREEN_EFA)",1
"Evelyne GEBHARDT (DEU-SD)","Aileen McLEOD (GBR-GREEN_EFA)",1
"Evelyne GEBHARDT (DEU-SD)","Aldo PATRICIELLO (ITA-EPP)",1
"Evelyne GEBHARDT (DEU-SD)","Kati PIRI (NLD-SD)",1
"Evelyne GEBHARDT (DEU-SD)","Adina-Ioana VĂLEAN (ROU-EPP)",1
"Evelyne GEBHARDT (DEU-SD)","Esther DE LANGE (NLD-EPP)",1
"Evelyne GEBHARDT (DEU-SD)","Johan DANIELSSON (SWE-SD)",1
"Evelyne GEBHARDT (DEU-SD)","Iuliu WINKLER (ROU-EPP)",1
"Evelyne GEBHARDT (DEU-SD)","Viktor USPASKICH (LTU-NI)",1
"Evelyne GEBHARDT (DEU-SD)","João FERREIRA (PRT-GUE_NGL)",1
"Evelyne GEBHARDT (DEU-SD)","Sven GIEGOLD (DEU-GREEN_EFA)",1
"Evelyne GEBHARDT (DEU-SD)","Yannick JADOT (FRA-GREEN_EFA)",1
"Evelyne GEBHARDT (DEU-SD)","Michèle RIVASI (FRA-GREEN_EFA)",1
"Evelyne GEBHARDT (DEU-SD)","Peter van DALEN (NLD-EPP)",1
"Evelyne GEBHARDT (DEU-SD)","Ismail ERTUG (DEU-SD)",1
"Evelyne GEBHARDT (DEU-SD)","Norbert NEUSER (DEU-SD)",1
"Evelyne GEBHARDT (DEU-SD)","Andrea COZZOLINO (ITA-SD)",1
"Evelyne GEBHARDT (DEU-SD)","Tanja FAJON (SVN-SD)",1
"Evelyne GEBHARDT (DEU-SD)","Birgit SIPPEL (DEU-SD)",1
"Evelyne GEBHARDT (DEU-SD)","Catherine BEARDER (GBR-RENEW)",1
"Evelyne GEBHARDT (DEU-SD)","Nuno MELO (PRT-EPP)",1
"Evelyne GEBHARDT (DEU-SD)","Derk Jan EPPINK (NLD-ECR)",1
"Evelyne GEBHARDT (DEU-SD)","Mara BIZZOTTO (ITA-ID)",1
"Evelyne GEBHARDT (DEU-SD)","Michal ŠIMEČKA (SVK-RENEW)",1
"Evelyne GEBHARDT (DEU-SD)","Phil BENNION (GBR-RENEW)",1
"Evelyne GEBHARDT (DEU-SD)","Martina ANDERSON (GBR-GUE_NGL)",1
