"from","to","weight"
"Margrete AUKEN (DNK-GREEN_EFA)","Nico SEMSROTT (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Patrick BREYER (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Rasmus ANDRESEN (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Michael BLOSS (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Anna DEPARNAY-GRUNENBERG (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Pierrette HERZBERGER-FOFANA (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Katrin LANGENSIEPEN (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Erik MARQUARDT (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Hannah NEUMANN (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Jutta PAULUS (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Saskia BRICMONT (BEL-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Mounir SATOURI (FRA-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","David CORMAND (FRA-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Caroline ROOSE (FRA-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Benoît BITEAU (FRA-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Gwendoline DELBOS-CORFIELD (FRA-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Mikuláš PEKSA (CZE-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Marcel KOLAJA (CZE-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Markéta GREGOROVÁ (CZE-GREEN_EFA)",1
